Pick up Date,Ref Number,Pick up location,Pick up State,Shipping Company,Ship Via,Deliver to,Dest. State,Region,DOA,Person requesting,Pallets,Est Cost
27-Sep,FFEAlaska09272019,FFE Solutions,Utah,Trans-Expedite,Air,doTERRA Alaska,Alaska,Alaska,30-Sep,Bryce Russell,1,"$1,825.71 "
18-Sep,4800010033R,Visible (WJ),Utah,Aries Global,Ground,doTERRA Alaska,Alaska,Alaska,23-Sep,Visible (WJ),1,$306.06 
30-Sep, 4800010189R  ,Visible (WJ),Utah,Trans-Expedite,Air,doTERRA Alaska,Alaska,Alaska,1-Oct,Visible (WJ),1,"$1,010.80 "
17-Oct,4800010557R,Visible (WJ),Utah,Trans-Expedite,Air,doTERRA Alaska,Alaska,Alaska,18-Oct,Visible (WJ),1,"$1,600.00 "
18-Sep,4900003687R,Visible (WJ),Utah,Scott Johnson/Carlile ,Ground,doTERRA Alaska,Alaska,Alaska,25-Sep,Visible (WJ),16,"$1,820.47 "
12-Sep,4800009936R,Visible (WJ),Utah,Scott Johnson,Ground,doTERRA Alaska,Alaska,Alaska,22-Sep,Visible (WJ),16,"$2,300.00 "
1-Jul,4500005966,CasePak,Utah,Scott Johnson,Ground,PakLabs,California,West,3-Jul,Kristin HIrst,18,"$1,100.00 "
7-Aug,CasePak08072019,CasePak,Utah,Aries Global,Ground,Paklabs,California,West,9-Aug,Kristin Hirst,1,$383.97 
16-Aug,4500007423,CasePak,Utah,Scott Johnson,Ground,Paklabs,California,West,19-Aug,Kristin Hirst,22,"$1,000.00 "
24-Jun,BF06242019,Doterra Mfg,Utah,GlobalTranz,Ground,Best Formulation,California,West,26-Jun,Nathan Davis,1,$131.73 
12-Aug,BF08122019,Doterra Mfg,Utah,GlobalTranz,Ground,Best Formulations,California,West,14-Aug,Cameron Riel,1,$136.01 
27-Sep,BF09272019,Doterra Mfg,Utah,GlobalTranz,Ground,Best Formulations,California,West,30-Sep,Nathan Davis,1,$138.19 
23-Oct,BF10232019,doTERRA Mfg,Utah,GlobalTranz,Ground,Best Formulations,California,West,24-Oct,Nathan Davis,1,$138.19 
6-Nov,BF110619,doTERRA Mfg,Utah,GlobalTranz,Ground,Best Formulations,California,West,8-Nov,Nathan Davis ,1,$138.19 
7-Aug,BF08072019,Doterra Mfg,Utah,GlobalTranz,Ground,Best Formulations,California,West,9-Aug,Cameron Riel,1,$161.59 
4-Oct,BF10042019,doTerra Mfg,Utah,GlobalTranz,Ground,Best Formulations,California,West,8-Oct,Cameron Riel,1,$193.66 
17-Oct,4500011877,doTERRA Mfg,Utah,GlobalTranz,Ground,Best Formulations,California,West,21-Oct,Nathan Davis,1,$236.92 
31-Oct,BF10312019,doTERRA Mfg,Utah,GlobalTranz,Ground,Best Formulations,California,West,4-Nov,Nathan Davis,1,$274.85 
21-Aug,4500011103,Doterra Mfg,Utah,Aries Global,Ground,Best Formulations,California,West,23-Aug,Cameron Riel,1,$361.92 
29-May,83668203,Doterra Mfg,Utah,GlobalTranz,,Best Formulations,California,West,31-May,Nathan Davis,2,$374.96 
11-Jul,4500010653/4500010651,Doterra Mfg,Utah,Aries Global,Ground,Best Formulations,California,West,15-Jul,Nathan Davis,2,$407.57 
2-Jul,4500010771,Doterra Mfg,Utah,Aries Global,Ground,Best Formulations,California,West,5-Jul,Nathan Davis,2,$457.32 
14-Aug,4500011081,Doterra Mfg,Utah,Aries Global,Ground,Best Formulations,California,West,19-Aug,Cameron Riel,1,$503.32 
25-Jul,4500010653,Doterra Mfg,Utah,Aries Global,Ground,Best Formulations,California,West,29-Jul,Nathan Davis,2,$598.43 
1-Aug,BF08012019,Doterra Mfg,Utah,Aries Global,Ground,Best Formulations,California,West,5-Aug,Cameron Riel,3,$976.11 
10-Jun,BF06102019,Doterra Mfg,Utah,Aries Global,Ground,Best Formulations,California,West,12-Jun,Nathan Davis,2,$985.50 
12-Jul,4500010369,Doterra Mfg,Utah,Aries Global,Ground,Captek ,California,West,16-Jul,Nathan Davis,1,$447.21 
2-Aug,CAP08022019,Doterra Mfg,Utah,GlobalTranz,Ground,Captek Softgels,California,West,6-Aug,Nathan Davis,1,$164.16 
4-Jun,4500010369,Doterra Mfg,Utah,GlobalTranz,Ground,Captek Softgels,California,West,6-Jun,Nathan Davis,1,$226.15 
23-Oct,Captek10232019,doTERRA Mfg,Utah,GlobalTranz,Ground,Captek Softgels,California,West,25-Oct,Cameron Riel,1,$236.92 
9-Aug,4500011083,Doterra Mfg,Utah,Aries Global,Ground,Captek Softgels,California,West,13-Aug,Cameron Riel,1,$331.43 
24-Sep,CLA09242019,Doterra Mfg,Utah,GlobalTranz,Ground,CLA,California,West,26-Sep,Shelly Carly,1,$138.19 
21-Oct,CLA10212019,doTERRA Mfg,Utah,GlobalTranz,Ground,CLA,California,West,23-Oct,Nathan Davis,1,$138.19 
10-Oct,CLA10102019,doTerra Mfg,Utah,GlobalTranz,Ground,CLA,California,West,14-Oct,Shelly Carly,1,$185.83 
12-Jul,CLA07122019,Doterra Mfg,Utah,Aries Global,Ground,CLA,California,West,15-Jul,Nathan Davis,1,$207.81 
16-Sep,CLA09162019,Doterra Mfg,Utah,GlobalTranz,Ground,CLA,California,West,18-Sep,Shelly Carly,1,$236.32 
15-Aug,4500010211,Doterra Mfg,Utah,GlobalTranz,Ground,CLA,California,West,19-Aug,Shelly Carly,1,$242.04 
11-Sep,CLA09112019,Doterra Mfg,Utah,GlobalTranz,Ground,CLA,California,West,16-Sep,Shelly Carly,1,$260.28 
6-Sep,4500010210,Doterra Mfg,Utah,Aries Global,Ground,CLA,California,West,10-Sep,Shelly Carly,1,$275.09 
29-Aug,CLA08292019,Doterra Mfg,Utah,Aries Global,Ground,CLA,California,West,3-Sep,Shelly Carly,1,$277.28 
21-Aug,NCL08212009,Doterra Mfg,Utah,GlobalTranz,Ground,CLA,California,West,23-Aug,Shelly Carly,2,$285.09 
25-Jul,4500010209,Doterra Mfg,Utah,Aries Global,Ground,CLA,California,West,29-Jul,Nathan Davis,1,$331.43 
5-Sep,CLA09052019,Doterra Mfg,Utah,GlobalTranz,Ground,CLA,California,West,9-Sep,Shelly Carly,2,$369.76 
27-Sep,CLA09272019,Doterra Mfg,Utah,Aries Global,Ground,CLA,California,West,1-Oct,Nathan Davis,1,$735.55 
1-Aug,CLA08012019,Doterra Mfg,Utah,Scott Johnson,Ground,CLA,California,West,5-Aug,Shelly Carly,10,$900.00 
29-May,CLA05292019,Doterra Mfg,Utah,GlobalTranz,,Cosmetic Labs of America,California,West,31-May,Shelly Carly,1,$138.99 
19-Jun,4500009403,Doterra Mfg,Utah,Aries Global,Ground,Cosmetic Labs of America,California,West,24-Jun,Shelly Carly,1,$242.40 
14-Jun,CLA06142019,Doterra Mfg,Utah,Aries Global,Ground,Cosmetic Labs of America,California,West,18-Jun,Shelly Carly,2,$583.29 
1-Aug,GL08012019,Doterra Mfg,Utah,GlobalTranz,Ground,Gen Labs,California,West,2-Aug,Nathan Davis,1,$138.18 
19-Jun,Pak06192019,Doterra Mfg,Utah,Aries Global,Ground,PakLabs,California,West,21-Jun,Nathan Davis,1,$238.99 
28-Jun,PKL06252019,Visible (WJ),Utah,Scott Johnson,Ground,PakLab,California,West,3-Jul,Kristin HIrst,120,"$2,000.00 "
1-Aug,MDW-8527-2,Visible (WJ),Utah,Scott Johnson,Ground,Paklabs,California,West,5-Aug,Visible (WJ),18,$900.00 
22-Aug,Paklab81919 ,Visible (WJ),Utah,Scott Johnson,Ground,Paklabs,California,West,26-Aug,Kristin Hirst,61,"$3,600.00 "
25-Sep,HHFSanDiego09252019,Visible (WJ),Utah,GlobalTranz,Ground,"San Diego, CA",California,West,27-Sep,Kathryn Johnson,1,$247.31 
12-Jul,Aesus07122019,Doterra Mfg,Utah,Aries Global,Ground,Aesus (Quebec),Canada,Canada,18-Jul,Nathan Davis,1,$361.13 
14-Aug,4500011057,Doterra Mfg,Utah,Aries Global,Ground,Atrium Innovations,Canada,Canada,20-Aug,Valleri Mcleod,1,$343.29 
19-Jul,4800009347,Doterra Mfg,Utah,Aries Global ,Ground,Canada (Brampton),Canada,Canada,26-Jul,Jake Goldsmith,1,$559.43 
24-Jun,4800009034,Doterra Mfg,Utah,Aries Global,Ground,Canada (Brampton),Canada,Canada,28-Jun,Nathan Davis,1,$638.05 
25-Sep,QuebecPCT,Doterra Mfg,Utah,Scott Johnson,Ground,Canada (Brampton),Canada,Canada,30-Sep,Events,9,"$4,100.00 "
19-Jul,4800009348,Doterra Mfg,Utah,Aries Global,Ground,Canada (Calgary),Canada,Canada,26-Jul,Jake Goldsmith,1,$349.75 
24-Jun,4800009035,Doterra Mfg,Utah,Aries Global,Ground,Canada (Calgary),Canada,Canada,26-Jun,Nathan Davis,1,$361.40 
5-Jun,4800008838,Doterra Mfg,Utah,Aries Global,Ground,Canada (Calgary),Canada,Canada,10-Jun,Nathan Davis,1,$368.52 
24-Jul,4800009421,Doterra Mfg,Utah,Aries Global ,Ground,Canada (Quebec),Canada,Canada,31-Jul,Jake Goldsmith,1,$739.38 
23-Jul,VANEVENT07232019,Doterra Mfg,Utah,Aries Global,Ground,Canada (Vancouver),Canada,Canada,29-Jul,Candice Klein,1,$393.29 
15-Oct,NF-VancouverPCT,doTERRA Mfg.,Utah,Scott Johnson,Ground,Canada (Brampton),Canada,Canada,21-Oct,Events,7,"$4,100.00 "
17-Oct,DTWCABOX8-9,Visible (ATL),Atlanta,Scott Johnson,Ground,Canada (Brampton),Canada,Canada,23-Oct,Visible (WJ),33,"$4,400.00 "
15-Aug,CAbox8-9-19,Visible (ATL),Atlanta,Scott Johnson,Ground,Canada (Brampton),Canada,Canada,22-Aug,Visible (WJ),52,"$4,800.00 "
21-Jun,BMPjunebox,Visible (ATL),Atlanta,Scott Johnson,Ground,Canada (Brampton),Canada,Canada,28-Jun,Visible (WJ),50,"$5,000.00 "
12-Aug,KCAG4800009479,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Brampton),Canada,Canada,16-Aug,Visible (WJ),10,"$1,640.00 "
12-Aug,BMPG48-9492,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Brampton),Canada,Canada,16-Aug,Visible (WJ),15,"$2,460.00 "
29-Aug,BMPG48-9754,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Brampton),Canada,Canada,5-Sep,Visible (WJ),13,"$4,100.00 "
4-Sep,KCAG4800009722,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Brampton),Canada,Canada,9-Sep,Visible (WJ),18,"$4,100.00 "
16-Sep,KCAG4800009998R,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Brampton),Canada,Canada,20-Sep,Visible (WJ),23,"$4,100.00 "
17-Oct,BMP48-10360,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Brampton),Canada,Canada,23-Oct,Visible (WJ),18,"$4,100.00 "
27-Jun,BMPG31706/BMP48-9004-R,Visible (WJ),Utah,Scott Johnson,Ground ,Canada (Brampton),Canada,Canada,3-Jul,Visible (WJ),17,"$4,200.00 "
24-Jul,BMPG31827,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Brampton),Canada,Canada,31-Jul,Visible (WJ),5,"$4,200.00 "
16-Jul,BMP48-9178,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Brampton),Canada,Canada,23-Jul,Visible (WJ),19,"$4,300.00 "
5-Jun,BPMG31552,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Brampton),Canada,Canada,11-Jun,Visible (WJ),26,"$4,600.00 "
21-Oct,BMP10552-R,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Brampton),Canada,Canada,25-Oct,Visible (WJ),89,"$8,200.00 "
25-Jul,CGYG31828,Visible (WJ),Utah,Aries Global,Ground,Canada (Calgary),Canada,Canada,30-Jul,Visible (WJ),2,"$1,160.78 "
28-Jun,CGY48-9005-R,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Calgary),Canada,Canada,5-Jul,Visible (WJ),9,"$2,800.00 "
16-Jul,CGY48-9179,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Calgary),Canada,Canada,19-Jul,Visible (WJ),7,"$2,800.00 "
9-Aug,KCAG4800009483,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Calgary),Canada,Canada,14-Aug,Visible (WJ),1,"$2,900.00 "
26-Aug,KCAG4800009723,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Calgary),Canada,Canada,29-Aug,Visible (WJ),8,"$2,900.00 "
29-Aug,CGYG48-9766,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Calgary),Canada,Canada,3-Sep,Visible (WJ),7,"$2,900.00 "
4-Sep,CALG082819,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Calgary),Canada,Canada,9-Sep,Visible (WJ),7,"$3,000.00 "
16-Sep,KCAG4800009999R,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Calgary),Canada,Canada,20-Sep,Visible (WJ),6,"$3,000.00 "
19-Sep,CGYG10003,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Calgary),Canada,Canada,23-Sep,Visible (WJ),5,"$3,000.00 "
18-Oct,CGY48-10361,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Calgary),Canada,Canada,23-Oct,Visible (WJ),50,"$3,000.00 "
4-Jun,CGYG31553,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Calgary),Canada,Canada,7-Jun,Visible (WJ),12,"$3,200.00 "
3-Jul,CGYJunebox,Visible (WJ),Utah,Scott Johnson,Ground,Canada (Calgary),Canada,Canada,9-Jul,Visible (WJ),50,"$5,800.00 "
27-Sep,PCTOrlando,Doterra Mfg,Utah,Aries Global,Ground,Gaylord Palms Orlando,Florida,East,3-Oct,Events,4,"$1,634.43 "
1-Oct,PCTOrlando,doTerra Mfg,Utah,Aries Global,Ground,Gaylord Palms Orlando,Florida,East,4-Oct,Events,3,"$3,900.00 "
25-Sep,HHFFlorida09252019,Visible (WJ),Utah,GlobalTranz,Ground,"Hollywood, FL",Florida,East,2-Oct,Kathryn Johnson,2,$276.89 
29-Aug,VISATL08292019,Doterra Mfg,Utah,GlobalTranz,Ground,Visible (ATL),Georgia,East,3-Sep,Nathan Davis,1,$169.03 
9-Sep,ATL09092019,Doterra Mfg,Utah,GlobalTranz,Ground,Visible (ATL),Georgia,East,13-Sep,Nathan Davis,1,$169.03 
9-Aug,ATL08092019,Doterra Mfg,Utah,GlobalTranz,Ground,Visible (ATL),Georgia,East,12-Aug,Nathan Davis,1,$170.10 
15-Jul,ATL07152019,Doterra Mfg,Utah,GlobalTranz,Ground,Visible (ATL),Georgia,East,19-Jul,Nathan Davis,1,$215.82 
27-Sep,ATLrose,doTERRA Mfg,Utah,Trans-Expedite,Air,Visible (ATL),Georgia,East,30-Sep,Nathan Davis,1,$221.66 
1-Nov,ATL11012019,doTERRA Mfg,Utah,GlobalTranz,Ground,Visible (ATL),Georgia,East,7-Nov,Nathan Davis,1,$230.14 
17-Oct,ATL10172019,doTERRA Mfg,Utah,GlobalTranz,Ground,Visible (ATL),Georgia,East,23-Oct,Nathan Davis,1,$323.59 
19-Jul,ATL07192019,Doterra Mfg,Utah,GlobalTranz,Ground,Visible (ATL),Georgia,East,25-Jul,Nathan Davis,3,$709.35 
12-Jul,ATL07122019,Doterra Mfg,Utah,Aries Global,Ground,Visible (ATL),Georgia,East,18-Jul,Nathan Davis,3,$933.38 
28-Jun,4800009120,Doterra Mfg,Utah,Aries Global,Ground,Visible (ATL),Georgia,East,2-Jul,Visible (WJ,3,"$1,155.00 "
8-Oct,ATL10082019,doTerra Mfg,Utah,Aries Global,Ground,Visible (ATL),Georgia,East,11-Oct,Bryce Russell,2,"$1,228.51 "
10-Oct,ATL10102019,doTerra Mfg,Utah,Aries Global,Ground,Visible (ATL),Georgia,East,16-Oct,Bryce Russell,3,"$1,530.52 "
27-Sep,ATL092619 ,Doterra Mfg,Utah,Scott Johnson,Ground,Visible (ATL),Georgia,East,3-Oct,Nathan Davis,10,"$3,600.00 "
18-Jun,4800008958,Doterra Mfg,Utah,GlobalTranz,Ground,Visible (Atlanta),Georgia,East,21-Jun,Nathan Davis,1,$162.36 
24-May,60206972,Doterra Mfg,Utah,GlobalTranz,,Visible (Atlanta),Georgia,East,31-May,Nathan Davis,1,$273.76 
22-May,4800008705,Doterra Mfg,Utah,GlobalTranz,,Visible (Atlanta),Georgia,East,28-May,,3,$717.23 
23-Aug,4800009731,FFE Solutions,Utah,Aries Global,Ground,Visible (ATL),Georgia,East,29-Aug,Blake Clark,5,"$2,005.00 "
25-Sep,4500011655/4500011564,FFE Solutions,Utah,Scott Johnson,Ground,Visible (ATL),Georgia,East,1-Oct,Blake Clark,25,"$4,000.00 "
2-Oct,450011564,FFE Solutions,Utah,Scott Johnson,Ground,Visible (ATL),Georgia,East,9-Oct,Blake Clark,11,"$4,000.00 "
20-Sep,4900003724,Saddle Creek (DFW),Texas,Aries Global,Ground,Visible (ATL),Georgia,East,25-Sep,Bryce Russell,1,$252.32 
7-Oct,DFWATLCLEM10072019,Saddle Creek (DFW),Texas,Aries Global,Ground,Visible (ATL),Georgia,East,9-Oct,Bryce Russell,1,"$1,750.00 "
20-Aug,4800009747R,Visible (WJ,Utah,Scott Johnson,Ground ,Visible (ATL),Georgia,East,26-Aug,Visible (WJ),17,"$3,500.00 "
5-Jul,4900003561,Visible (WJ),Utah,GlobalTranz,Ground,Visible (ATL),Georgia,East,11-Jul,Visible (WJ),1,$215.82 
30-Jul,4800009353,Visible (WJ),Utah,GlobalTranz,Ground,Visible (ATL),Georgia,East,6-Aug,Visible (WJ),2,$362.53 
1-Jul,4800009010R,Visible (WJ),Utah,Aries Global,Ground,Visible (ATL),Georgia,East,5-Jul,Visible (WJ),1,$484.81 
6-Aug,4900003625R ,Visible (WJ),Utah,Aries Global,Ground,Visible (ATL),Georgia,East,13-Aug,Visible (WJ),4,$575.70 
15-Oct,4900003774R ,Visible (WJ),Utah,Aries Global,Ground,Visible (ATL),Georgia,East,21-Oct,Visible (WJ),3,$680.71 
11-Sep,4900003688R ,Visible (WJ),Utah,Aries Global,Ground,Visible (ATL),Georgia,East,17-Sep,Visible (WJ),3,"$1,243.61 "
9-Jul,4800009175R ,Visible (WJ),Utah,Aries Global,Ground,Visible (ATL),Georgia,East,16-Jul,Visible (WJ),4,"$1,249.32 "
26-Jun,4800009051R ,Visible (WJ),Utah,Aries Global,Ground,Visible (ATL),Georgia,East,2-Jul,Visible (WJ),3,"$1,251.11 "
7-Oct,4900003748R ,Visible (WJ),Utah,Aries Global,Ground,Visible (ATL),Georgia,East,11-Oct,Visible (WJ),3,"$1,728.06 "
8-Aug,4900003631R ,Visible (WJ),Utah,Aries Global,Ground,Visible (ATL),Georgia,East,13-Aug,Visible (WJ),3,"$1,947.24 "
10-Jul,4900003570R,Visible (WJ),Utah,Aries Global,Ground,Visible (ATL),Georgia,East,18-Jul,Visible (WJ),5,"$1,949.11 "
2-Jul,4800009114,Visible (WJ),Utah,Aries Global,Ground,Visible (ATL),Georgia,East,8-Jul,Visible (WJ),7,"$2,695.00 "
24-Jun,4800008971,Visible (WJ),Utah,Scott Johnson,Ground,Visible (ATL),Georgia,East,1-Jul,Visible (WJ),17,"$3,400.00 "
25-Jun,4800009038R,Visible (WJ),Utah,Scott Johnson,Ground,Visible (ATL),Georgia,East,2-Jul,Visible (WJ),9,"$3,400.00 "
28-Jun,4800009090,Visible (WJ),Utah,Scott Johnson,Ground,Visible (ATL),Georgia,East,5-Jul,Visible (WJ),15,"$3,400.00 "
6-Aug,4800009556R ,Visible (WJ),Utah,Scott Johnson,Ground,Visible (ATL),Georgia,East,13-Aug,Visible (WJ),26,"$3,400.00 "
7-Aug,4800009504R,Visible (WJ),Utah,Scott Johnson,Ground,Visible (ATL),Georgia,East,13-Aug,Visible (WJ),25,"$3,400.00 "
8-Aug,4800009575,Visible (WJ),Utah,Scott Johnson,Ground,Visible (ATL),Georgia,East,14-Aug,Visible (WJ),26,"$3,400.00 "
3-Jul,4800009143R ,Visible (WJ),Utah,Scott Johnson,Ground,Visible (ATL),Georgia,East,11-Jul,Visible (WJ),23,"$3,500.00 "
11-Jul,4800009209,Visible (WJ),Utah,Scott Johnson,Ground,Visible (ATL),Georgia,East,18-Jul,Visible (WJ),7,"$3,500.00 "
17-Jul,4800009259,Visible (WJ),Utah,Scott Johnson,Ground,Visible (ATL),Georgia,East,24-Jul,Visible (WJ),21,"$3,500.00 "
17-Jul,4800009296R,Visible (WJ),Utah,Scott Johnson,Ground,Visible (ATL),Georgia,East,24-Jul,Visible (WJ),22,"$3,500.00 "
22-Jul,4800009333R ,Visible (WJ),Utah,Scott Johnson,Ground,Visible (ATL),Georgia,East,29-Jul,Visible (WJ),25,"$3,500.00 "
26-Jul,4800009429R,Visible (WJ),Utah,Scott Johnson,Ground,Visible (ATL),Georgia,East,2-Aug,Visible (WJ),22,"$3,500.00 "
1-Aug,4800009469R,Visible (WJ),Utah,Scott Johnson,Ground,Visible (ATL),Georgia,East,8-Aug,Visible (WJ),22,"$3,500.00 "
